Publication_id;Category_id;Tag_id;Author_id;Date;Views
1522;2;1;4;2.25.2022;33791
1523;1;22;7;11.18.2021;21653
1524;2;20;9;7.6.2023;13100
1525;1;7;3;6.5.2022;11994
1526;2;13;1;1.30.2023;11211
1527;3;20;10;3.31.2023;8523
1528;2;19;7;7.24.2023;20505
1529;3;2;2;1.4.2022;25852
1530;3;8;6;9.19.2021;42151
1531;2;2;6;9.3.2023;27531
1532;3;23;10;6.13.2021;21613
1533;2;14;1;5.25.2023;38863
1534;2;23;7;2.15.2021;12789
1535;3;7;2;6.10.2022;41646
1536;1;22;10;4.18.2021;36207
1537;1;17;11;8.1.2023;11567
1538;3;13;6;4.28.2022;47450
1539;1;9;10;9.8.2023;9042
1540;1;16;7;8.21.2021;20136
1541;2;3;1;12.12.2021;46598
1542;1;21;11;8.19.2021;11012
1543;1;5;3;11.28.2021;41820
1544;3;13;2;9.18.2023;41361
1545;2;20;8;4.28.2021;20821
1546;3;8;5;8.17.2021;34479
1547;2;15;11;9.28.2022;11395
1548;2;3;6;4.30.2021;23634
1549;2;12;5;7.29.2022;21430
1550;3;20;10;7.6.2021;35910
1551;2;13;3;7.23.2022;29503
1552;1;15;11;10.17.2022;37122
1553;2;10;1;3.24.2021;28503
1554;3;17;10;6.24.2023;29428
1555;1;14;8;11.3.2022;46973
1556;3;23;2;7.9.2021;39826
1557;1;16;2;6.4.2021;23827
1558;1;2;1;12.16.2021;19009
1559;1;9;5;4.28.2022;46994
1560;1;15;1;6.8.2023;38041
1561;2;2;7;8.2.2021;17599
1562;1;4;1;7.28.2023;42593
1563;2;9;7;12.22.2023;11972
1564;1;11;9;7.13.2023;7011
1565;3;3;8;5.30.2021;21280
1566;3;16;1;5.23.2022;17449
1567;3;15;3;4.26.2023;23824
1568;1;9;8;5.3.2022;16220
1569;2;8;1;3.2.2021;16924
1570;1;15;1;12.31.2022;15057
1571;1;11;3;12.18.2022;39701
1572;2;22;6;3.1.2021;37648
1573;1;6;1;2.6.2023;35363
1574;2;17;10;4.26.2023;48169
1575;2;23;11;11.15.2022;12950
1576;3;4;9;6.21.2022;22500
1577;1;23;8;2.14.2023;24751
1578;2;11;4;11.17.2023;27301
1579;2;4;10;9.6.2023;6743
1580;2;1;1;8.31.2023;48000
1581;2;18;11;1.2.2023;21147
1582;3;5;9;10.30.2021;18288
1583;3;1;10;1.14.2023;40270
1584;3;18;11;4.16.2023;39574
1585;2;19;5;1.22.2023;14676
1586;1;15;4;4.24.2022;42380
1587;1;10;8;5.27.2022;43501
1588;1;18;2;12.12.2021;32056
1589;1;3;2;8.28.2021;24441
1590;1;10;3;8.20.2021;25317
1591;2;6;8;9.25.2021;9882
1592;3;20;11;12.3.2023;33544
1593;2;18;2;5.13.2021;21049
1594;1;20;2;3.20.2023;30511
1595;3;9;7;12.1.2022;34167
1596;3;2;2;1.19.2023;38182
1597;1;17;7;10.16.2021;12039
1598;3;6;10;10.4.2023;14877
1599;1;11;9;8.27.2022;42731
1600;1;2;8;8.29.2021;34871
1601;3;3;1;7.25.2022;27196
1602;2;16;3;6.11.2021;36462
1603;1;23;9;6.12.2021;48293
1604;3;23;1;11.25.2023;26128
1605;2;6;9;2.1.2022;20450
1606;3;5;8;11.20.2023;17342
1607;3;9;9;8.18.2021;20368
1608;1;9;1;1.8.2023;32001
1609;3;6;5;10.12.2021;10231
1610;1;13;3;8.10.2021;32078
1611;2;13;7;5.24.2022;29529
1612;3;21;3;4.19.2022;13254
1613;3;6;2;3.16.2023;8982
1614;3;11;8;7.12.2022;16543
1615;1;10;3;2.18.2021;33887
1616;3;22;5;5.23.2022;17974
1617;3;19;11;3.5.2022;26525
1618;3;12;10;2.17.2022;29708
1619;3;18;10;9.4.2022;17468
1620;2;7;5;7.13.2021;32827
1621;2;6;5;4.26.2023;37022
1622;3;14;1;6.10.2022;44956
1623;2;17;10;1.11.2021;44810
1624;3;23;5;7.28.2021;6820
1625;1;12;3;6.8.2022;7963
1626;3;15;6;12.31.2023;7908
1627;3;16;5;3.15.2021;26042
1628;3;13;8;5.29.2022;12402
1629;1;17;5;4.10.2023;48985
1630;2;3;1;3.13.2022;23022
1631;1;22;10;7.4.2021;22017
1632;2;22;11;4.12.2022;10364
1633;1;9;11;6.12.2021;22057
1634;3;11;7;1.28.2022;24180
1635;2;8;7;8.8.2022;10554
1636;3;12;10;3.27.2022;26246
1637;3;15;11;3.11.2023;43543
1638;3;6;6;8.4.2022;28206
1639;2;9;2;2.7.2021;41315
1640;1;16;2;5.12.2023;24953
1641;1;23;8;9.4.2021;46508
1642;1;4;3;2.21.2023;47538
1643;3;4;11;5.12.2022;33641
1644;3;22;5;7.17.2022;23269
1645;2;8;4;12.10.2023;27322
1646;1;16;3;12.19.2022;7339
1647;2;12;7;10.1.2023;17415
1648;3;15;9;5.18.2021;38128
1649;1;14;4;6.8.2023;46350
1650;2;2;5;8.23.2022;31624
1651;1;18;4;11.25.2021;49946
1652;2;4;7;9.21.2021;30266
1653;1;5;1;2.18.2022;47538
1654;3;6;3;1.6.2023;10641
1655;1;6;11;4.16.2021;32809
1656;1;18;4;5.18.2021;22140
1657;2;3;7;4.19.2021;46208
1658;1;19;1;3.6.2022;43021
1659;3;11;9;6.15.2021;43037
1660;2;13;3;2.12.2022;32091
1661;1;4;4;10.17.2021;12712
1662;3;21;4;1.29.2023;9010
1663;1;17;6;3.22.2022;49557
1664;2;3;11;3.4.2023;31761
1665;1;23;7;5.23.2023;36954
1666;3;7;5;9.16.2023;44955
1667;2;12;1;4.17.2023;47511
1668;2;2;8;10.21.2023;28400
1669;2;2;11;9.21.2023;41056
1670;1;23;8;12.17.2022;13668
1671;3;3;4;4.21.2023;32694
1672;3;11;10;11.26.2022;8877
1673;3;7;9;1.13.2023;13079
1674;2;5;5;4.14.2022;41359
1675;2;21;10;5.5.2021;7364
1676;2;17;8;4.6.2022;10013
1677;2;23;6;7.20.2023;23829
1678;3;6;10;1.23.2023;26857
1679;1;6;7;5.15.2023;33423
1680;3;4;4;9.6.2021;11893
1681;3;14;5;11.21.2022;32693
1682;1;21;9;5.14.2021;34179
1683;1;13;10;9.1.2021;22489
1684;2;1;5;4.5.2021;15626
1685;2;11;6;3.9.2021;28652
1686;1;7;1;4.6.2021;46330
1687;2;6;9;1.11.2023;30636
1688;3;19;9;8.9.2022;15186
1689;1;14;5;7.18.2023;34710
1690;1;16;10;2.18.2023;34992
1691;2;21;9;4.21.2023;42705
1692;3;17;2;7.7.2022;9839
1693;1;10;11;7.6.2021;19201
1694;1;20;5;10.12.2021;34093
1695;1;15;5;4.30.2023;18281
1696;1;7;4;6.5.2023;19394
1697;2;13;5;4.7.2022;15038
1698;2;2;9;9.16.2022;18011
1699;3;13;5;1.7.2023;19367
1700;2;16;9;2.3.2021;7769
1701;1;18;11;10.17.2021;19079
1702;1;2;4;6.20.2021;42827
1703;3;7;5;1.9.2022;47697
1704;1;1;10;10.31.2021;28625
1705;1;22;3;1.11.2021;31506
1706;1;20;10;1.13.2021;36441
1707;2;10;11;6.20.2023;47207
1708;2;21;1;6.19.2021;37912
1709;2;10;8;12.24.2022;14922
1710;2;16;4;6.23.2023;20564
1711;3;17;3;9.17.2021;28658
1712;2;14;7;2.27.2022;8899
1713;1;19;8;5.3.2022;11063
1714;1;8;2;10.10.2021;21631
1715;2;5;2;1.23.2023;11989
1716;2;17;6;12.31.2022;25779
1717;3;3;11;1.5.2022;35803
1718;1;23;9;1.18.2021;28866
1719;3;11;11;7.20.2022;40559
1720;3;6;2;8.21.2023;38884
1721;2;12;2;8.30.2023;42245
1722;3;2;6;6.29.2023;23670
1723;3;9;1;5.6.2022;45737
1724;3;2;4;5.27.2022;43323
1725;3;21;4;7.25.2022;39118
1726;1;13;6;7.20.2022;36285
1727;3;12;1;7.19.2023;45526
1728;3;9;6;7.16.2023;34533
1729;1;23;3;5.17.2022;21553
1730;2;21;10;4.11.2021;37535
1731;2;11;4;11.17.2021;39770
1732;1;16;7;4.19.2023;25816
1733;1;1;10;3.23.2023;24794
1734;3;3;6;3.15.2021;29349
1735;2;6;1;10.12.2022;47472
1736;3;2;7;9.16.2023;17401
1737;1;17;1;12.8.2022;49261
1738;1;11;4;7.18.2022;9069
1739;2;4;11;7.29.2022;20261
1740;2;23;1;2.24.2023;37393
1741;2;23;1;10.28.2022;21533
1742;1;4;9;9.3.2023;21509
1743;3;9;5;1.3.2022;41185
1744;3;8;7;5.5.2021;15389
1745;3;10;8;6.10.2023;40972
1746;1;10;1;5.16.2023;49749
1747;2;5;11;2.2.2023;44371
1748;2;9;2;10.24.2023;8978
1749;1;13;5;11.24.2023;13098
1750;1;4;5;8.7.2023;7234
1751;2;15;3;1.1.2021;9621
1752;3;14;2;6.1.2023;41029
1753;3;12;1;9.24.2023;8579
1754;2;16;4;12.1.2023;41366
1755;2;9;5;6.7.2022;12616
1756;2;19;11;9.19.2023;40591
1757;3;16;4;6.1.2021;17615
1758;2;2;2;9.11.2023;12784
1759;2;16;10;2.19.2022;15168
1760;1;12;9;6.13.2021;12985
1761;1;18;4;11.27.2023;32655
1762;2;8;7;3.13.2023;23247
1763;2;21;9;7.31.2023;8764
1764;3;5;10;7.7.2023;22375
1765;1;9;4;8.14.2023;46789
1766;3;13;4;8.4.2021;7995
1767;2;4;11;6.28.2023;20768
1768;2;1;9;8.26.2021;13491
1769;2;21;8;8.16.2022;26963
1770;2;7;8;7.9.2021;39320
1771;1;6;1;4.25.2021;40369
1772;3;3;10;4.18.2022;42928
1773;1;5;7;8.22.2023;22598
1774;2;21;2;4.19.2023;23304
1775;3;23;9;9.6.2021;10084
1776;1;16;6;1.12.2021;48851
1777;1;14;5;8.14.2022;15866
1778;1;14;5;11.7.2023;10067
1779;2;23;11;5.22.2021;49938
1780;3;8;7;8.17.2023;45514
1781;2;16;10;8.9.2022;49995
1782;2;17;1;5.3.2021;39781
1783;1;22;1;3.4.2023;28521
1784;1;10;11;3.4.2023;33162
1785;2;22;11;8.29.2023;16835
1786;1;17;5;4.7.2022;9433
1787;2;3;5;10.26.2022;33827
1788;2;19;10;10.20.2023;43923
1789;3;22;3;4.11.2022;38372
1790;2;5;3;10.14.2022;39586
1791;1;5;1;8.12.2022;18127
1792;2;16;3;6.27.2022;30430
1793;3;2;4;7.27.2022;41263
1794;3;13;4;1.6.2022;37815
1795;1;21;4;12.15.2022;41663
1796;1;3;1;10.4.2022;43453
1797;2;20;11;2.26.2021;14225
1798;2;7;9;4.7.2023;18503
1799;1;17;7;3.8.2021;38880
1800;1;2;10;10.18.2022;26106
1801;2;14;5;1.8.2021;44576
1802;3;14;10;11.12.2021;45350
1803;2;11;6;10.16.2022;37455
1804;1;10;1;4.20.2023;47801
1805;3;12;3;6.11.2023;27045
1806;3;11;3;12.18.2021;14843
1807;2;4;4;8.20.2022;8885
1808;2;8;10;7.24.2022;12061
1809;3;10;10;12.5.2022;46044
1810;1;20;11;4.23.2022;20679
1811;2;10;1;2.17.2022;12349
1812;1;6;6;2.18.2022;41931
1813;1;16;10;2.13.2022;47396
1814;2;4;9;4.21.2023;43783
1815;1;23;4;3.12.2022;28957
1816;1;20;9;9.21.2022;11191
1817;3;12;2;4.13.2023;32872
1818;3;12;1;12.20.2021;18725
1819;2;11;9;2.22.2022;13060
1820;2;16;2;2.27.2022;26882
1821;2;4;1;12.13.2021;10558
1822;1;5;1;4.8.2023;37914
1823;1;10;7;4.14.2021;30004
1824;1;18;5;4.26.2021;18846
1825;3;5;5;10.15.2021;39339
1826;3;11;2;6.7.2023;15210
1827;2;14;3;9.19.2021;49128
1828;2;22;3;6.24.2023;45295
1829;2;23;5;10.26.2021;40131
1830;1;9;1;1.10.2021;23080
1831;1;1;4;10.11.2023;26859
1832;2;16;2;5.10.2023;18601
1833;1;18;1;12.24.2022;26904
1834;1;4;6;8.19.2022;7968
1835;3;6;2;3.10.2022;26365
1836;2;8;10;7.28.2022;44886
1837;2;12;11;6.4.2022;30535
1838;1;10;7;6.29.2022;9340
1839;2;23;10;5.7.2023;15298
1840;1;15;7;11.17.2023;7648
1841;3;10;1;8.16.2023;19774
1842;2;22;9;3.7.2023;32197
1843;2;17;3;12.24.2022;15189
1844;2;6;9;12.29.2022;12840
1845;3;20;9;4.25.2021;44132
1846;1;6;11;8.29.2023;17182
1847;2;21;5;8.14.2021;24632
1848;2;10;8;9.13.2021;48738
1849;1;5;6;1.24.2022;40652
1850;2;16;4;7.9.2021;12065
1851;1;17;3;12.18.2022;31428
1852;3;5;4;8.12.2022;10301
1853;3;19;3;1.23.2021;8558
1854;2;16;9;7.6.2021;15343
1855;2;12;5;6.14.2023;39362
1856;3;16;3;4.17.2021;44488
1857;2;3;4;5.12.2023;22708
1858;2;7;5;3.16.2023;20176
1859;2;23;4;4.11.2021;33851
1860;1;4;4;9.11.2021;44270
1861;3;18;8;8.24.2023;29676
1862;3;12;8;4.12.2021;24620
1863;2;13;3;4.12.2021;16481
1864;2;23;5;3.23.2021;34048
1865;2;7;2;9.4.2022;47760
1866;2;15;11;8.7.2021;28620
1867;1;20;8;6.1.2022;15702
1868;1;6;10;10.7.2023;34244
1869;1;9;11;7.12.2022;39001
1870;1;10;7;8.30.2022;26770
1871;1;21;1;3.30.2021;31587
1872;1;3;11;7.2.2023;21395
1873;3;16;4;7.21.2023;41683
1874;1;2;11;9.28.2022;45321
1875;2;14;3;12.16.2023;25931
1876;2;1;2;10.9.2022;42429
1877;3;6;1;4.29.2021;14779
1878;1;18;1;2.1.2022;42953
1879;2;20;10;12.7.2022;23959
1880;2;9;7;4.12.2022;39841
1881;3;11;5;5.8.2023;12531
1882;2;21;3;10.14.2023;30360
1883;1;11;9;2.16.2021;18423
1884;2;23;11;1.6.2023;9586
1885;3;1;9;7.11.2023;45223
1886;1;9;5;8.12.2023;6965
1887;1;22;4;8.8.2022;7742
1888;1;14;6;3.21.2022;25388
1889;1;18;9;10.25.2023;37141
1890;1;18;5;3.23.2021;32689
1891;2;2;2;6.30.2022;11968
1892;2;20;9;1.29.2021;46011
1893;2;4;10;7.13.2021;29379
1894;2;19;11;4.18.2022;46443
1895;3;7;10;5.29.2023;18916
1896;3;19;3;9.24.2023;39631
1897;2;12;6;9.11.2023;46781
1898;3;2;1;3.7.2021;8835
1899;1;4;1;7.15.2021;16402
1900;2;23;2;10.22.2022;24890
1901;3;12;10;9.8.2022;46745
1902;1;19;10;11.29.2021;19236
1903;3;21;9;8.30.2021;27006
1904;2;22;1;6.23.2023;23858
1905;3;9;3;11.7.2023;26277
1906;3;22;6;6.7.2023;24850
1907;2;1;4;6.6.2022;11958
1908;2;9;4;9.23.2023;43191
1909;3;14;4;9.26.2022;39446
1910;1;23;4;1.15.2021;9997
1911;2;2;5;2.3.2021;27993
1912;1;7;6;11.25.2021;44244
1913;2;3;11;9.14.2021;38942
1914;2;4;7;11.16.2022;7466
1915;3;2;4;8.6.2021;27000
1916;3;21;3;3.29.2022;41076
1917;2;12;11;2.13.2022;18586
1918;3;19;3;7.16.2021;39231
1919;1;23;7;3.18.2022;11875
1920;3;16;3;7.21.2023;34111
1921;1;18;1;5.5.2021;45700
1922;2;13;5;10.26.2023;38409
1923;3;9;2;9.28.2023;34530
1924;1;5;2;4.8.2022;32727
1925;1;8;3;8.26.2022;28381
1926;2;3;2;6.29.2023;31980
1927;1;20;2;10.15.2023;18873
1928;2;6;6;5.22.2021;14988
1929;2;13;8;10.8.2023;32246
1930;2;1;8;1.23.2022;24311
1931;1;3;5;6.22.2023;28654
1932;1;3;7;7.11.2022;48725
1933;3;10;3;4.21.2023;46920
1934;3;19;1;12.8.2023;49044
1935;1;4;1;3.21.2022;29949
1936;2;22;5;1.13.2023;17088
1937;2;17;9;9.11.2023;31203
1938;1;2;10;6.21.2022;14080
1939;3;1;8;10.8.2022;28613
1940;1;22;8;5.21.2021;38738
1941;1;23;4;11.10.2022;30684
1942;3;1;3;12.12.2021;44248
1943;1;16;2;5.31.2023;19162
1944;1;2;6;7.29.2022;45377
1945;1;4;9;1.17.2021;43150
1946;1;19;8;12.22.2023;44624
1947;2;19;11;4.2.2022;13193
1948;1;16;4;1.4.2022;11472
1949;1;21;9;12.29.2023;49630
1950;2;8;3;10.13.2022;34846
1951;2;20;8;4.21.2021;15496
1952;3;22;1;4.19.2021;41776
1953;3;16;9;7.31.2023;47163
1954;2;23;4;9.10.2021;15826
1955;1;8;3;12.24.2022;20685
1956;3;3;2;4.28.2022;22876
1957;1;10;4;1.12.2022;39303
1958;2;13;8;6.28.2022;17451
1959;3;11;9;12.27.2022;17315
1960;3;20;9;5.6.2021;26406
1961;3;6;5;11.4.2023;8770
1962;2;23;5;11.26.2022;9052
1963;2;20;2;1.26.2023;37813
1964;1;23;11;3.11.2023;27273
1965;1;5;11;3.5.2022;41298
1966;2;13;11;6.24.2021;15938
1967;1;17;5;3.15.2021;16617
1968;3;14;2;7.25.2023;31753
1969;2;10;7;10.19.2022;47644
1970;2;15;10;5.1.2023;10901
1971;3;6;9;4.17.2022;48523
1972;3;6;7;6.7.2022;45366
1973;3;9;6;3.7.2022;37834
1974;2;20;1;9.21.2021;13426
1975;3;15;10;10.16.2023;37093
1976;1;5;2;2.21.2021;28935
1977;3;6;9;12.11.2021;39920
1978;3;3;8;8.25.2023;32189
1979;2;19;10;7.5.2021;45885
1980;2;9;2;5.14.2023;38404
1981;2;22;3;12.2.2023;23174
1982;3;2;8;4.8.2021;39280
1983;3;2;7;3.4.2021;38848
1984;2;4;1;10.29.2022;15339
1985;1;23;11;4.23.2021;35538
1986;3;9;6;12.23.2021;40443
1987;1;5;5;11.1.2021;47450
1988;1;18;11;9.26.2021;45248
1989;2;20;5;9.27.2022;47872
1990;1;14;1;10.9.2023;12770
1991;2;1;6;10.18.2022;43262
1992;1;1;6;10.12.2023;24184
1993;2;18;6;5.12.2022;11956
1994;3;8;4;12.27.2021;13255
1995;1;10;3;8.28.2021;35604
1996;2;7;4;12.21.2021;18930
1997;2;16;1;6.25.2023;47035
1998;3;6;4;1.8.2021;41734
1999;1;4;2;3.19.2021;39930
2000;3;10;1;2.23.2021;24032
2001;2;11;2;9.23.2022;49978
2002;3;3;3;12.16.2021;14470
2003;1;21;10;2.9.2021;34384
2004;1;23;2;6.29.2022;6777
2005;1;16;8;10.4.2022;28642
2006;1;5;9;8.11.2021;38310
2007;3;9;4;9.20.2022;10744
2008;1;8;2;5.11.2022;43428
2009;3;5;10;6.17.2023;31252
2010;2;16;2;5.29.2023;27574
2011;3;1;10;12.26.2022;11298
2012;2;10;3;8.25.2022;22282
2013;1;3;11;5.25.2023;49672
2014;1;6;1;3.19.2021;43354
2015;2;13;6;10.1.2023;7039
2016;1;19;4;8.5.2023;13250
2017;3;7;2;2.24.2021;31066
2018;3;13;4;8.11.2022;28778
2019;1;10;7;10.19.2023;43834
2020;2;2;5;1.29.2022;22911
2021;2;20;3;11.15.2021;44340
2022;3;17;4;10.2.2022;42451
2023;3;19;11;6.2.2023;43293
2024;2;16;4;2.9.2022;36796
2025;3;4;11;11.15.2021;37742
2026;1;18;7;1.1.2023;45255
2027;3;13;10;2.25.2021;38662
2028;2;17;11;11.8.2021;38828
2029;2;13;8;10.3.2022;40076
2030;3;18;11;3.20.2021;32141
2031;2;22;2;8.10.2021;38378
2032;2;13;1;9.14.2023;7453
2033;1;7;9;12.9.2022;13341
2034;3;6;8;9.20.2022;39783
2035;2;10;4;7.5.2023;45241
2036;1;13;7;5.2.2021;12264
2037;1;16;4;9.24.2022;15862
2038;2;22;1;8.30.2021;24545
2039;3;17;3;10.18.2022;31940
2040;2;6;3;5.12.2021;31139
2041;1;15;11;12.12.2023;38163
2042;2;6;7;3.18.2023;30469
2043;1;23;7;10.6.2023;28215
2044;2;23;3;12.5.2023;49867
2045;2;4;7;1.17.2022;8780
2046;2;22;2;3.6.2022;27457
2047;3;20;2;10.25.2021;16013
2048;2;21;8;6.1.2022;14142
2049;3;19;8;11.22.2022;19612
2050;2;3;9;1.3.2021;15024
2051;3;15;4;9.4.2022;29109
2052;2;17;2;9.13.2021;23001
2053;2;20;10;8.26.2021;33645
2054;1;4;11;9.22.2021;21936
2055;1;5;10;8.26.2023;14219
2056;1;23;8;8.26.2021;24304
2057;3;21;1;8.19.2021;37143
2058;3;3;10;1.10.2023;48408
2059;1;16;5;9.5.2022;42254
2060;1;15;10;6.27.2022;39969
2061;2;21;4;11.1.2023;8344
2062;2;8;11;2.4.2022;25579
2063;1;10;4;4.14.2023;8162
2064;2;21;11;2.14.2021;9701
2065;3;3;3;10.21.2022;22259
2066;1;6;5;4.12.2023;31358
2067;3;16;6;2.20.2023;26396
2068;1;11;9;1.26.2022;37387
2069;3;13;11;5.14.2021;35017
2070;1;10;2;6.23.2021;37246
2071;3;3;3;7.29.2022;28974
2072;2;10;3;7.7.2023;38562
2073;1;6;6;3.3.2023;33694
2074;3;3;11;10.13.2022;37989
2075;1;17;2;10.31.2021;43228
2076;2;10;7;12.31.2023;11347
2077;2;10;1;1.2.2021;14384
2078;1;19;1;9.15.2023;45286
2079;3;13;1;6.28.2022;14045
2080;1;9;1;4.7.2022;17139
2081;2;13;5;11.3.2022;31999
2082;2;21;1;6.11.2023;30716
2083;3;7;5;5.7.2022;24438
2084;1;10;4;8.6.2022;26052
2085;1;21;4;6.28.2022;9233
2086;1;14;2;6.30.2023;19702
2087;2;4;9;11.5.2023;35838
2088;1;13;2;5.17.2023;24496
2089;3;8;10;2.16.2021;25789
2090;1;21;7;1.15.2022;10271
2091;2;8;10;10.19.2021;41522
2092;3;18;5;8.4.2022;18217
2093;2;15;3;7.24.2023;7241
2094;3;5;11;4.19.2021;11047
2095;2;7;10;8.30.2023;34484
2096;3;2;7;9.19.2021;28719
2097;2;2;4;9.20.2023;25187
2098;1;11;10;2.13.2021;8478
2099;1;8;11;5.3.2022;26008
2100;2;22;4;9.17.2023;18141
2101;1;9;5;3.14.2023;17819
2102;3;9;1;5.9.2023;42649
2103;2;4;5;4.15.2023;19771
2104;2;17;11;2.2.2023;40297
2105;2;12;1;10.24.2021;33654
2106;3;17;9;6.14.2021;29675
2107;1;19;9;9.25.2023;49543
2108;3;23;6;10.10.2021;48469
2109;1;8;8;12.22.2022;23191
2110;3;2;1;2.23.2021;18143
2111;1;16;8;2.8.2023;40337
2112;3;23;2;9.23.2022;7893
2113;1;2;8;9.4.2023;14765
2114;1;9;2;2.18.2022;41701
2115;1;11;11;6.27.2022;24653
2116;1;17;11;8.28.2023;6967
2117;1;10;9;6.26.2021;21921
2118;1;2;11;10.26.2021;30378
2119;3;10;11;3.24.2021;25852
2120;2;15;8;8.13.2023;11644
2121;1;3;5;2.23.2023;46248
2122;1;22;2;8.2.2022;49581
2123;1;10;6;4.10.2022;37931
2124;2;18;2;8.15.2021;24757
2125;1;3;6;2.22.2021;27986
2126;1;2;2;11.26.2021;35563
2127;2;21;3;6.21.2021;36471
2128;2;18;11;7.17.2021;25592
2129;3;23;2;5.18.2023;35400
2130;1;16;10;9.5.2022;13554
2131;3;19;10;3.10.2022;21331
2132;2;4;7;7.4.2021;28722
2133;2;3;3;1.18.2023;19908
2134;3;23;10;1.30.2021;36958
2135;2;5;1;10.15.2021;31595
2136;1;3;5;6.3.2023;36810
2137;1;17;4;9.26.2022;45194
2138;1;5;2;6.9.2023;45514
2139;2;23;5;9.30.2022;40990
2140;1;17;6;2.14.2023;7171
2141;2;20;8;4.12.2023;43085
2142;3;8;2;1.9.2022;48016
2143;3;6;3;7.21.2023;8928
2144;3;22;1;1.2.2021;28268
2145;2;8;6;12.4.2021;33209
2146;2;21;10;12.11.2021;42117
2147;2;6;11;5.10.2023;42674
2148;2;2;8;8.24.2023;37197
2149;2;11;8;6.11.2021;26667
2150;3;6;2;9.25.2021;39059
2151;2;3;9;1.4.2021;16042
2152;3;15;9;11.3.2022;49388
2153;2;9;6;4.23.2021;33574
2154;2;4;3;5.28.2023;28858
2155;2;12;2;5.1.2022;15755
2156;1;18;6;7.21.2021;45788
2157;2;6;7;1.11.2021;23399
2158;3;14;6;2.13.2022;16764
2159;1;4;8;4.17.2022;29646
2160;2;12;10;1.24.2023;49517
2161;1;2;4;8.20.2021;13313
2162;1;2;4;7.28.2021;40321
2163;3;18;10;9.13.2023;7503
2164;1;6;9;2.13.2023;14694
2165;3;21;8;8.26.2022;48384
2166;1;6;8;5.15.2023;23542
2167;1;2;1;4.14.2023;13581
2168;1;7;5;7.12.2022;15062
2169;3;5;5;3.9.2022;16707
2170;2;8;3;11.8.2022;44753
2171;3;13;9;7.4.2022;12490
2172;3;16;5;8.17.2022;12689
2173;3;13;4;9.26.2021;42399
2174;2;17;5;3.12.2021;33360
2175;2;4;9;5.11.2022;35028
2176;2;7;8;3.29.2023;36468
2177;2;19;7;7.6.2021;48842
2178;1;7;4;11.7.2022;15709
2179;3;2;1;8.8.2022;42156
2180;2;22;9;10.14.2023;9167
2181;1;5;11;10.3.2023;34729
2182;3;23;6;10.10.2021;43366
2183;1;22;11;1.6.2022;34055
2184;2;19;9;10.5.2021;41533
2185;1;16;9;6.23.2022;47799
2186;2;17;8;5.30.2022;37627
2187;3;4;1;10.21.2021;25614
2188;3;23;6;3.2.2022;30382
2189;2;18;3;10.9.2022;39194
2190;2;14;5;3.19.2021;17856
2191;2;8;3;4.14.2022;27553
2192;2;23;3;10.5.2021;14028
2193;2;8;3;1.8.2022;17190
2194;1;12;10;7.7.2021;10561
2195;3;11;9;11.2.2022;29669
2196;1;13;9;10.2.2023;38877
2197;1;16;2;6.3.2023;43415
2198;3;7;7;7.7.2023;29298
2199;2;10;8;6.18.2022;27753
2200;1;14;6;7.13.2021;47387
2201;1;8;7;5.16.2022;37158
2202;1;12;10;5.27.2022;11767
2203;2;5;7;11.12.2021;37849
2204;3;11;7;7.30.2022;43340
2205;1;12;3;4.20.2022;41429
2206;3;6;5;10.30.2023;20778
2207;3;11;2;12.11.2021;21180
2208;2;5;3;4.17.2021;47968
2209;2;15;1;3.17.2023;35184
2210;3;15;4;7.14.2023;11942
2211;3;10;1;3.13.2021;7435
2212;2;16;2;9.24.2023;23291
2213;1;14;1;6.11.2021;12945
2214;3;7;3;10.30.2022;21113
2215;3;21;1;12.25.2022;39450
2216;1;23;8;3.30.2022;30259
2217;3;17;2;10.20.2021;24209
2218;1;7;11;7.7.2022;29971
2219;2;2;2;10.25.2022;22249
2220;2;8;11;5.5.2023;12012
2221;3;14;1;10.3.2023;40449
2222;1;6;4;2.9.2021;47688
2223;1;1;2;5.12.2022;35170
2224;2;22;5;10.1.2023;27069
2225;1;13;11;5.3.2021;8607
2226;3;3;11;6.30.2021;34192
2227;2;11;1;2.7.2022;15004
2228;3;12;3;10.21.2021;33290
2229;1;1;9;12.31.2021;49640
2230;3;15;10;7.25.2023;26042
2231;1;17;5;5.4.2021;8515
2232;3;16;6;8.31.2023;26043
2233;3;7;8;2.18.2023;47907
2234;1;20;1;9.17.2021;37288
2235;1;21;1;6.9.2022;13694
2236;2;16;3;4.11.2021;27464
2237;1;4;1;5.15.2021;48492
2238;3;16;8;5.2.2021;11050
2239;1;4;11;3.27.2022;9578
2240;2;21;11;8.28.2022;42014
2241;1;18;6;8.7.2023;41092
2242;2;17;7;9.18.2022;24138
2243;1;6;11;5.23.2022;24666
2244;2;4;8;7.16.2021;29690
2245;2;15;4;2.7.2023;23240
2246;3;15;7;10.6.2021;34729
2247;2;20;6;1.16.2022;7223
2248;2;20;8;3.9.2022;39407
2249;1;10;5;10.18.2022;46584
2250;1;20;4;1.28.2022;38481
2251;1;22;11;1.14.2022;38621
2252;3;17;7;9.29.2022;10886
2253;2;16;7;2.18.2022;6799
2254;2;22;4;4.18.2023;35740
2255;3;1;3;8.26.2021;16164
2256;2;23;3;8.22.2022;16299
